1,1,2,178.8248291015625,0.4125889837741852,1,1,2023-04-28T21:39:38,"-0.12729888, 0.3295897, 0.31352755, -0.40601903, 0.0071049035, -0.72481215, 0.6040616, -0.320148, 0.019204458, 0.6235317, 0.010951381, -0.99467754, -0.849403, -0.5250687, -0.13168359, -0.2049469, 0.16723998, -0.20127985, 0.6264781, -0.41156793, 0.43935227, -0.25483835, 0.45623776, -0.9841627, 0.05555815, -0.78603643, -0.28395867, 0.16723189, 0.50404954, 0.52711946, 0.4485955, 0.44866076, 0.6117461, -0.3348788, -0.73704743, 0.71479625, 0.15313464, -0.80058277, 0.710037, 0.42075747, -0.17632604, 0.7903172, 0.5740361, 0.5540066, -0.881648, 0.9183734, 0.37903345, -0.81279695, -0.93581104, 0.3785971"
2,1,2,16.227432250976562,0.03744032606482506,1,1,2023-04-28T21:39:38,"-0.4138825, -0.9916091, 0.68390656, 0.6175404, -0.27187204, 0.52214134, 0.83372915, -0.8822982, 0.15987632, -0.83255845, 0.7300538, -0.43473902, -0.33741313, -0.93313074, 0.23237424, 0.37969297, 0.77055776, -0.45404294, -0.4445248, -0.7201617, -0.0050257794, 0.9714189, 0.51772946, -0.6288614, 0.68154377, -0.27635953, 0.60293466, -0.68434745, 0.4790647, -0.69357604, 0.80596566, -0.6299293, -0.9770073, 0.42705706, -0.60927916, -0.31172648, 0.6275234, 0.77235216, -0.59045476, 0.9588062, -0.46833637, -0.8386192, 0.11651559, 0.18397266, -0.44078723, 0.7732078, -0.747325, 0.20607762, -0.070465095, 0.22800477"
3,1,2,3.1164894104003906,0.007190439850091934,1,1,2023-04-28T21:39:38,"-0.24209991, -0.48106417, -0.4888106, -0.47204912, -0.190698, -0.32828254, 0.37215897, -0.4707482, -0.5769799, -0.28882653, -0.19538908, -0.71329343, 0.60646737, 0.79442024, -0.8568631, -0.5274011, 0.93391734, 0.77415776, -0.31691226, 0.38184392, -0.7904538, -0.4203299, -0.57788503, -0.4850608, 0.40846038, 0.43191937, -0.34019265, 0.9845423, 0.57985497, 0.13400395, -0.55476993, -0.41832796, -0.35160336, 0.13333306, 0.64537585, -0.4261397, 0.8643828, 0.56944346, -0.24675743, 0.6064097, 0.030177675, 0.1014668, 0.46245295, 0.43923983, -0.43011868, 0.95183074, -0.49396342, 0.6756325, 0.011141053, -0.69214284"
4,1,2,3.094926595687866,0.007140689995139837,1,1,2023-04-28T21:39:38,"-0.7710957, 0.81113136, 0.718538, -0.2720773, 0.7851044, 0.27580598, 0.3054196, -0.27948672, -0.93950284, -0.117868274, -0.8066174, -0.036540046, -0.8013982, 0.3155226, -0.87763196, 0.06510318, 0.73180526, -0.6448441, 0.6918443, 0.22331412, 0.9596021, 0.25901997, -0.11134705, -0.69013107, 0.18160367, -0.8923106, -0.37800217, 0.9909734, -0.7297602, -0.5698703, -0.1313347, 0.11446722, -0.05496852, 0.514914, -0.5602326, 0.45556566, -0.45023546, -0.047190018, 0.3510028, 0.8368255, -0.8641522, -0.8382239, 0.3116327, -0.37565193, 0.21959302, 0.9129817, -0.05692687, -0.34893653, -0.29189342, 0.20654482"
5,1,2,3.087421417236328,0.007123373914510012,1,1,2023-04-28T21:39:38,"0.17278424, 0.6602921, -0.71859854, 0.7464112, 0.6908883, -0.013288316, -0.01734829, 0.12163903, -0.52806085, -0.09499052, -0.48781574, 0.26031107, 0.8298458, -0.11215073, 0.0487593, 0.110897206, -0.15254715, 0.75884223, 0.40125972, -0.77757174, -0.85465294, 0.9356442, 0.23816828, 0.6769406, 0.22180152, 0.7568411, -0.38815325, 0.66848326, -0.11801403, -0.29774678, -0.5548416, 0.72679573, 0.71402335, 0.45886886, -0.38132158, -0.49240783, 0.5714267, 0.9896936, 0.8299393, -0.94228387, -0.4140975, -0.9696178, 0.4918636, -0.48774123, 0.36146143, 0.76859623, -0.40426353, 0.29205984, -0.3097716, 0.8536093"
6,1,2,3.087421417236328,0.007123373914510012,1,1,2023-04-28T21:39:38,"-0.12260929, -0.9539605, -0.12668942, 0.56096154, -0.49280795, 0.28360698, 0.31364992, -0.4415746, -0.77691853, -0.48122156, -0.56089276, 0.7273105, 0.50770587, -0.12962799, 0.12281401, 0.3179157, -0.8948644, 0.474735, 0.9962849, 0.18321241, 0.612372, -0.77178335, -0.485815, 0.7590198, -0.9790703, -0.5200857, 0.49801156, -0.6493151, -0.90521365, 0.64155126, -0.16497931, -0.8527723, -0.5583071, 0.6051715, 0.010682048, 0.58898836, -0.33195674, 0.84566694, 0.71739954, 0.9823923, 0.10320402, -0.86602247, -0.09081328, 0.5855275, 0.23740773, -0.10186337, 0.36144096, -0.21919486, 0.23801734, 0.4431584"
7,1,2,3.087421417236328,0.007123373914510012,1,1,2023-04-28T21:39:38,"0.9962074, 0.72926426, 0.17793512, 0.23826092, 0.057225697, -0.9116111, -0.057437096, -0.34632885, -0.98499763, 0.3103811, 0.15930825, -0.19660091, 0.908724, 0.6337789, 0.6031234, -0.7062376, -0.3173146, 0.8590184, -0.32574812, -0.2307566, 0.8458717, -0.4887396, -0.29134706, -0.43151796, -0.93284875, -0.59661734, -0.27544543, 0.6630306, 0.33260375, 0.29060122, 0.3654501, -0.88180965, 0.44971305, -0.08048077, -0.0106937, 0.20782629, 0.403857, 0.4482253, 0.6057044, 0.27013537, 0.35572892, 0.9503934, -0.32291153, 0.40892163, -0.08596965, -0.4848361, 0.6772476, 0.22500902, 0.725975, 0.31591436"
8,1,2,3.087421417236328,0.007123373914510012,1,1,2023-04-28T21:39:38,"-0.038349405, 0.18230638, -0.9374937, 0.005549146, -0.9021488, -0.016760724, 0.05348748, -0.5761386, -0.058649026, -0.52578115, -0.05781294, 0.23705079, 0.96087486, -0.21504463, 0.5242869, 0.21771751, 0.04056698, 0.08684503, -0.6440467, 0.9662634, 0.5114684, 0.8555363, 0.8688953, 0.91674566, 0.12666093, 0.0046075564, 0.99601513, 0.0690967, 0.80191594, -0.9103646, -0.6117233, -0.6801589, -0.6481104, 0.6432613, -0.25712562, 0.40601975, 0.4226089, 0.62569356, 0.76473445, -0.31789163, 0.35419664, -0.03859314, -0.15216325, 0.21729593, 0.8034856, 0.1816345, 0.68979657, 0.030567719, -0.38562316, 0.30357066"
9,1,2,3.087421417236328,0.007123373914510012,1,1,2023-04-28T21:39:38,"0.8490007, 0.4832751, -0.27564216, 0.44377983, 0.69558877, -0.7663652, -0.63178945, 0.53908736, -0.8311291, 0.5747765, -0.8013656, -0.6468025, 0.8366864, -0.9937876, 0.7330981, -0.86090606, -0.8080287, 0.73586845, 0.45361564, -0.8259014, -0.6804005, 0.18404639, -0.757988, 0.11896831, -0.73621434, -0.51107055, 0.9274045, 0.43007863, 0.872969, -0.5038859, -0.23714548, -0.9887209, -0.63020396, -0.8615217, 0.15009823, 0.99708354, -0.07297351, -0.40097335, 0.9957192, 0.3264345, -0.87411356, 0.1981782, -0.29092368, -0.40363783, -0.6684008, 0.5582936, -0.95824385, 0.57743406, 0.74152553, 0.27206433"
10,1,2,3.087421417236328,0.007123373914510012,1,1,2023-04-28T21:39:38,"0.15175621, -0.8662839, -0.72539675, 0.4677567, 0.35789678, 0.33229962, -0.5818184, -0.023138093, 0.54864347, 0.27819628, -0.8365304, 0.8485595, 0.6371658, -0.110402346, 0.7024315, 0.79160947, -0.032604318, 0.015980385, 0.76971227, 0.8963041, -0.97808814, 0.3249558, 0.4714569, 0.8117233, -0.81664574, 0.8458744, -0.6326037, 0.88031375, -0.23816928, -0.6149084, -0.47254673, 0.36754695, 0.40898436, 0.3891255, 0.22357361, 0.5669911, 0.5100895, 0.25576946, 0.41944128, -0.73379004, -0.82125044, 0.5795482, 0.2851895, 0.8264786, 0.07447331, 0.36673373, 0.5911723, -0.040615033, 0.4216077, 0.8664683"
11,1,2,3.087421417236328,0.007123373914510012,1,1,2023-04-28T21:39:38,"0.024314912, -0.82403487, -0.6711904, 0.3383662, -0.7774852, -0.16090386, 0.7914423, 0.8132969, 0.637016, 0.76745033, -0.39501616, 0.7028795, -0.7903642, 0.41939265, -0.17425954, -0.025454173, 0.291174, 0.8277795, -0.614142, 0.53285867, 0.22928737, -0.3383019, -0.9971695, -0.565901, -0.38143206, -0.94123894, 0.61940557, 0.60996467, -0.6674869, 0.20164992, 0.26799175, -0.112449184, -0.85346764, -0.9948194, 0.4743741, 0.26661083, 0.01308552, 0.73524, 0.09874865, -0.34857598, -0.13549723, -0.10147807, 0.8577891, -0.46657437, -0.8040121, 0.3220697, -0.3203379, 0.48208064, 0.6207615, 0.98420876"
